timestamp,Infrared to Red Signal Ratio
11/05/22 01:33:00,3
11/05/22 01:34:00,29
11/05/22 01:35:00,57
11/05/22 01:36:00,34
11/05/22 01:37:00,34
11/05/22 01:38:00,-56
11/05/22 01:39:02,23
11/05/22 01:40:02,21
11/05/22 01:41:02,5
11/05/22 01:42:02,0
11/05/22 01:43:02,57
11/05/22 01:44:02,45
11/05/22 01:45:02,-8
11/05/22 01:46:02,-52
11/05/22 01:47:02,46
11/05/22 01:48:02,58
11/05/22 01:49:02,8
11/05/22 01:50:02,0
11/05/22 01:51:02,47
11/05/22 01:52:02,76
11/05/22 01:53:02,43
11/05/22 01:54:02,21
11/05/22 01:55:03,-7
11/05/22 01:56:03,-29
11/05/22 01:57:03,6
11/05/22 01:58:03,20
11/05/22 01:59:03,15
11/05/22 02:00:03,3
11/05/22 02:01:03,34
11/05/22 02:02:03,1
11/05/22 02:03:03,-1
11/05/22 02:04:03,27
11/05/22 02:05:03,-5
11/05/22 02:06:03,26
11/05/22 02:07:03,0
11/05/22 02:08:03,0
11/05/22 02:09:03,0
11/05/22 02:10:03,0
11/05/22 02:11:03,0
11/05/22 02:12:03,0
11/05/22 02:13:04,0
11/05/22 02:14:04,0
11/05/22 02:15:04,0
11/05/22 02:16:04,0
11/05/22 02:17:04,0
11/05/22 02:18:04,0
11/05/22 02:19:04,0
11/05/22 02:20:04,0
11/05/22 02:21:04,0
11/05/22 02:22:04,0
11/05/22 02:23:04,60
11/05/22 02:24:04,12
11/05/22 02:25:04,-20
11/05/22 02:26:04,-2
11/05/22 02:27:04,0
11/05/22 02:28:04,43
11/05/22 02:29:04,0
11/05/22 02:30:04,39
11/05/22 02:31:04,0
11/05/22 02:32:04,0
11/05/22 02:33:04,-8
11/05/22 02:34:04,-39
11/05/22 02:35:04,0
11/05/22 02:36:04,-21
11/05/22 02:37:04,0
11/05/22 02:38:04,5
11/05/22 02:39:04,0
11/05/22 02:40:04,4
11/05/22 02:41:04,13
11/05/22 02:42:04,39
11/05/22 02:43:04,0
11/05/22 02:44:04,0
11/05/22 02:45:04,0
11/05/22 02:46:04,0
11/05/22 02:47:04,0
11/05/22 02:48:04,0
11/05/22 02:49:04,4
11/05/22 02:50:04,0
11/05/22 02:51:04,0
11/05/22 02:52:04,8
11/05/22 02:53:04,1
11/05/22 02:54:04,-4
11/05/22 02:55:04,8
11/05/22 02:56:04,4
11/05/22 02:57:06,29
11/05/22 02:58:06,0
11/05/22 02:59:06,3
11/05/22 03:00:06,-10
11/05/22 03:01:06,4
11/05/22 03:02:06,-13
11/05/22 03:03:06,11
11/05/22 03:04:06,0
11/05/22 03:05:06,17
11/05/22 03:06:06,-26
11/05/22 03:07:06,0
11/05/22 03:08:06,1
11/05/22 03:09:06,39
11/05/22 03:10:06,-42
11/05/22 03:11:06,0
11/05/22 03:12:09,28
11/05/22 03:13:09,11
11/05/22 03:14:09,-1
11/05/22 03:15:09,18
11/05/22 03:16:09,16
11/05/22 03:17:09,-21
11/05/22 03:18:09,-12
11/05/22 03:19:09,36
11/05/22 03:20:09,-7
11/05/22 03:21:09,5
11/05/22 03:22:09,4
11/05/22 03:23:09,46
11/05/22 03:24:09,0
11/05/22 03:25:09,0
11/05/22 03:26:09,0
11/05/22 03:27:09,0
11/05/22 03:28:09,0
11/05/22 03:29:09,-57
11/05/22 03:30:09,-1
11/05/22 03:31:09,-1
11/05/22 03:32:09,0
11/05/22 03:33:09,-30
11/05/22 03:34:09,41
11/05/22 03:35:09,-23
11/05/22 03:36:09,15
11/05/22 03:37:09,8
11/05/22 03:38:09,-1
11/05/22 03:39:10,-80
11/05/22 03:40:10,9
11/05/22 03:41:10,4
11/05/22 03:42:10,64
11/05/22 03:43:10,13
11/05/22 03:44:10,0
11/05/22 03:45:10,26
11/05/22 03:46:10,-8
11/05/22 03:47:10,42
11/05/22 03:48:10,14
11/05/22 03:49:10,-28
11/05/22 03:50:10,-52
11/05/22 03:51:10,-8
11/05/22 03:52:10,0
11/05/22 03:53:10,0
11/05/22 03:54:10,63
11/05/22 03:55:10,-48
11/05/22 03:56:10,3
11/05/22 03:57:10,8
11/05/22 03:58:10,-9
11/05/22 03:59:10,0
11/05/22 04:00:10,-1
11/05/22 04:01:10,-4
11/05/22 04:02:10,0
11/05/22 04:03:10,33
11/05/22 04:04:10,0
11/05/22 04:05:10,0
11/05/22 04:06:10,0
11/05/22 04:07:10,33
11/05/22 04:08:10,13
11/05/22 04:09:10,53
11/05/22 04:10:10,-3
11/05/22 04:11:10,-13
11/05/22 04:12:10,4
11/05/22 04:13:10,44
11/05/22 04:14:10,0
11/05/22 04:15:10,-1
11/05/22 04:16:10,2
11/05/22 04:17:10,26
11/05/22 04:18:10,16
11/05/22 04:19:10,-78
11/05/22 04:20:10,-8
11/05/22 04:21:10,8
11/05/22 04:22:10,21
11/05/22 04:23:10,4
11/05/22 04:24:10,0
11/05/22 04:25:10,4
11/05/22 04:26:10,0
11/05/22 04:27:10,31
11/05/22 04:28:10,0
11/05/22 04:29:10,0
11/05/22 04:30:10,-5
11/05/22 04:31:10,0
11/05/22 04:32:10,11
11/05/22 04:33:10,0
11/05/22 04:34:10,1
11/05/22 04:35:10,-4
11/05/22 04:36:10,-1
11/05/22 04:37:10,26
11/05/22 04:38:10,-2
11/05/22 04:39:10,19
11/05/22 04:40:10,28
11/05/22 04:41:10,-4
11/05/22 04:42:10,-12
11/05/22 04:43:10,15
11/05/22 04:44:10,21
11/05/22 04:45:10,11
11/05/22 04:46:10,51
11/05/22 04:47:10,-14
11/05/22 04:48:10,-9
11/05/22 04:49:12,-5
11/05/22 04:50:12,0
11/05/22 04:51:12,0
11/05/22 04:52:12,-4
11/05/22 04:53:12,0
11/05/22 04:54:12,0
11/05/22 04:55:12,-3
11/05/22 04:56:12,0
11/05/22 04:57:12,4
11/05/22 04:58:12,0
11/05/22 04:59:12,-2
11/05/22 05:00:12,5
11/05/22 05:01:12,0
11/05/22 05:02:12,2
11/05/22 05:03:12,-21
11/05/22 05:04:16,0
11/05/22 05:05:16,6
11/05/22 05:06:16,-7
11/05/22 05:07:16,-4
11/05/22 05:08:16,-26
11/05/22 05:09:16,-13
11/05/22 05:10:16,19
11/05/22 05:11:16,-3
11/05/22 05:12:16,65
11/05/22 05:13:16,34
11/05/22 05:14:16,0
11/05/22 05:15:16,31
11/05/22 05:16:16,-9
11/05/22 05:17:16,2
11/05/22 05:18:16,-1
11/05/22 05:19:18,3
11/05/22 05:20:18,-21
11/05/22 05:21:18,2
11/05/22 05:22:18,35
11/05/22 05:23:18,-2
11/05/22 05:24:18,17
11/05/22 05:25:18,8
11/05/22 05:26:18,52
11/05/22 05:27:18,36
11/05/22 05:28:18,21
11/05/22 05:29:18,-4
11/05/22 05:30:18,47
11/05/22 05:31:18,55
11/05/22 05:32:18,40
11/05/22 05:33:18,20
11/05/22 05:34:18,-3
11/05/22 05:35:18,-1
11/05/22 05:36:22,26
11/05/22 05:37:22,0
11/05/22 05:38:22,1
11/05/22 05:39:22,-29
11/05/22 05:40:22,0
11/05/22 05:41:22,-10
11/05/22 05:42:22,-9
11/05/22 05:43:22,0
11/05/22 05:44:22,-13
11/05/22 05:45:22,-6
11/05/22 05:46:22,-3
11/05/22 05:47:22,-7
11/05/22 05:48:22,60
11/05/22 05:49:22,0
11/05/22 05:50:22,8
11/05/22 05:51:22,0
11/05/22 05:52:22,-12
11/05/22 05:53:22,2
11/05/22 05:59:16,22
11/05/22 06:00:16,0
11/05/22 06:01:16,4
11/05/22 06:02:16,13
11/05/22 06:03:16,0
11/05/22 06:04:16,-22
11/05/22 06:05:16,5
11/05/22 06:06:16,0
11/05/22 06:07:16,-13
11/05/22 06:08:16,0
11/05/22 06:09:16,0
11/05/22 06:10:16,1
11/05/22 06:11:16,-1
11/05/22 06:12:16,0
11/05/22 06:13:16,16
11/05/22 06:14:16,-1
11/05/22 06:15:16,14
11/05/22 12:02:00,-1
11/05/22 12:03:00,2
11/05/22 12:04:00,0
11/05/22 12:05:00,-2
11/05/22 12:06:00,16
11/05/22 12:07:00,0
11/05/22 12:08:00,-7
11/05/22 12:09:00,29
11/05/22 12:10:00,20
11/05/22 12:11:00,-74
11/05/22 12:12:00,33
11/05/22 12:13:00,11
11/05/22 12:14:00,-15
11/05/22 12:15:00,38
11/05/22 12:16:58,-6
11/05/22 12:17:58,-17
11/05/22 12:18:58,14
11/05/22 12:19:58,0
11/05/22 12:20:58,3
11/05/22 12:21:58,-1
11/05/22 12:22:58,-3
11/05/22 12:23:58,-1
11/05/22 12:24:58,46
11/05/22 12:25:58,5
11/05/22 12:26:58,41
11/05/22 12:27:58,6
11/05/22 12:28:58,21
11/05/22 12:29:58,23
11/05/22 12:30:58,8
11/05/22 12:31:58,-4
11/05/22 12:32:58,8
11/05/22 12:33:58,-8
11/05/22 12:34:58,25
11/05/22 12:35:58,0
11/05/22 12:36:58,4
11/05/22 12:37:58,7
11/05/22 12:38:58,-67
11/05/22 12:39:58,1
11/05/22 12:40:58,0
11/05/22 12:41:58,-19
11/05/22 12:42:58,18
11/05/22 12:43:58,6
11/05/22 12:44:58,16
11/05/22 12:45:58,21
11/05/22 12:46:58,0
11/05/22 12:47:58,6
11/05/22 12:48:58,8
11/05/22 12:49:58,1
11/05/22 12:50:58,3
11/05/22 12:51:58,-9
11/05/22 12:52:58,29
11/05/22 12:53:58,0
11/05/22 12:54:58,-6
11/05/22 12:55:58,31
11/05/22 12:56:58,14
11/05/22 12:57:58,-6
11/05/22 12:58:58,0
11/05/22 12:59:58,0
11/05/22 13:00:58,-8
11/05/22 13:01:58,22
11/05/22 13:02:58,0
11/05/22 13:03:58,0
11/05/22 13:04:58,32
11/05/22 13:05:58,-34
11/05/22 13:06:58,2
11/05/22 13:07:58,0
11/05/22 13:08:58,-11
11/05/22 13:09:58,10
11/05/22 13:10:58,0
11/05/22 13:11:58,-4
11/05/22 13:12:58,4
11/05/22 14:47:30,0
11/05/22 14:48:30,-30
