timestamp,Infrared to Red Signal Ratio
10/29/22 00:18:00,-1
10/29/22 00:19:00,19
10/29/22 00:20:00,0
10/29/22 00:21:00,8
10/29/22 00:22:00,12
10/29/22 00:23:00,7
10/29/22 00:24:00,-61
10/29/22 00:25:00,19
10/29/22 00:26:00,0
10/29/22 00:27:00,-61
10/29/22 00:28:00,39
10/29/22 00:29:00,8
10/29/22 00:30:00,47
10/29/22 00:31:00,1
10/29/22 00:32:00,0
10/29/22 00:33:00,56
10/29/22 00:34:00,13
10/29/22 00:35:00,0
10/29/22 00:36:00,10
10/29/22 00:37:00,4
10/29/22 00:38:00,21
10/29/22 00:39:00,4
10/29/22 00:40:00,0
10/29/22 00:41:00,4
10/29/22 00:42:00,0
10/29/22 00:43:00,0
10/29/22 00:44:00,-3
10/29/22 00:45:00,20
10/29/22 00:46:00,-30
10/29/22 00:47:00,-15
10/29/22 00:48:00,0
10/29/22 00:49:00,38
10/29/22 00:50:00,-43
10/29/22 00:51:00,-52
10/29/22 00:52:00,-3
10/29/22 00:53:00,-7
10/29/22 00:54:00,-4
10/29/22 00:55:00,0
10/29/22 00:56:00,-5
10/29/22 00:57:00,-52
10/29/22 00:58:00,-20
10/29/22 00:59:00,5
10/29/22 01:00:00,32
10/29/22 01:01:00,17
10/29/22 01:02:00,-15
10/29/22 01:03:00,0
10/29/22 01:04:00,17
10/29/22 01:05:00,43
10/29/22 01:06:00,-4
10/29/22 01:07:00,7
10/29/22 01:08:00,29
10/29/22 01:09:00,0
10/29/22 01:10:00,0
10/29/22 01:11:00,0
10/29/22 01:12:00,-3
10/29/22 01:13:00,-23
10/29/22 01:14:00,0
10/29/22 01:15:00,0
10/29/22 01:16:00,7
10/29/22 01:17:00,-4
10/29/22 01:18:00,4
10/29/22 01:19:00,-14
10/29/22 01:20:00,-3
10/29/22 01:21:00,-13
10/29/22 01:22:00,-21
10/29/22 01:23:00,0
10/29/22 01:24:00,-2
10/29/22 01:25:00,-16
10/29/22 01:26:00,2
10/29/22 01:27:00,0
10/29/22 01:28:00,69
10/29/22 01:29:00,13
10/29/22 01:30:00,-38
10/29/22 01:31:00,-8
10/29/22 01:32:00,-3
10/29/22 01:33:00,-3
10/29/22 01:34:00,0
10/29/22 01:35:00,27
10/29/22 01:36:00,0
10/29/22 01:37:00,0
10/29/22 01:38:00,-8
10/29/22 01:39:00,49
10/29/22 01:40:00,0
10/29/22 01:41:00,11
10/29/22 01:42:00,-44
10/29/22 01:43:00,4
10/29/22 01:44:00,0
10/29/22 01:45:00,-1
10/29/22 01:46:00,9
10/29/22 01:47:00,-9
10/29/22 01:48:00,-5
10/29/22 01:49:00,0
10/29/22 01:50:00,-3
10/29/22 01:51:00,0
10/29/22 01:52:00,0
10/29/22 01:53:00,-22
10/29/22 01:54:00,-1
10/29/22 01:55:00,0
10/29/22 01:56:00,0
10/29/22 01:57:00,0
10/29/22 01:58:00,1
10/29/22 01:59:00,-8
10/29/22 02:00:00,-6
10/29/22 02:01:00,0
10/29/22 02:02:00,49
10/29/22 02:03:00,2
10/29/22 02:04:00,8
10/29/22 02:05:00,-40
10/29/22 02:06:00,-2
10/29/22 02:07:00,1
10/29/22 02:08:00,-3
10/29/22 02:09:00,44
10/29/22 02:10:00,-26
10/29/22 02:11:00,-4
10/29/22 02:12:00,0
10/29/22 02:13:00,-5
10/29/22 02:14:00,-30
10/29/22 02:15:00,-1
10/29/22 02:16:00,-2
10/29/22 02:17:00,-51
10/29/22 02:18:00,0
10/29/22 02:19:00,0
10/29/22 02:20:00,0
10/29/22 02:21:00,19
10/29/22 02:22:00,6
10/29/22 02:23:00,0
10/29/22 02:24:00,-17
10/29/22 02:25:00,-26
10/29/22 02:26:00,-4
10/29/22 02:27:00,-4
10/29/22 02:28:00,5
10/29/22 02:29:00,0
10/29/22 02:30:00,2
10/29/22 02:31:00,-8
10/29/22 02:32:00,-47
10/29/22 02:33:00,-11
10/29/22 02:34:00,4
10/29/22 02:35:00,-1
10/29/22 02:36:00,8
10/29/22 02:37:00,0
10/29/22 02:38:00,-36
10/29/22 02:39:00,28
10/29/22 02:40:00,-17
10/29/22 02:41:00,-26
10/29/22 02:42:00,0
10/29/22 02:43:00,2
10/29/22 02:44:00,0
10/29/22 02:45:00,-1
10/29/22 02:46:00,29
10/29/22 02:47:00,42
10/29/22 02:48:00,2
10/29/22 02:49:00,26
10/29/22 02:50:00,68
10/29/22 02:51:00,2
10/29/22 02:52:00,17
10/29/22 02:53:00,-4
10/29/22 02:54:00,2
10/29/22 02:55:00,23
10/29/22 02:56:00,17
10/29/22 02:57:00,1
10/29/22 02:58:00,21
10/29/22 02:59:00,53
10/29/22 03:00:00,10
10/29/22 03:01:00,0
10/29/22 03:02:00,-4
10/29/22 03:03:00,15
10/29/22 03:04:00,-7
10/29/22 03:05:00,12
10/29/22 03:06:00,10
10/29/22 03:07:00,5
10/29/22 03:08:00,-36
10/29/22 03:09:00,7
10/29/22 03:10:00,53
10/29/22 03:11:00,37
10/29/22 03:12:00,13
10/29/22 03:13:00,0
10/29/22 03:14:00,-7
10/29/22 03:15:00,34
10/29/22 03:16:00,-21
10/29/22 03:17:00,21
10/29/22 03:18:00,2
10/29/22 03:19:00,16
10/29/22 03:20:00,-2
10/29/22 03:21:00,22
10/29/22 03:22:00,-24
10/29/22 03:23:00,-4
10/29/22 03:24:00,-6
10/29/22 03:25:00,1
10/29/22 03:26:00,-28
