session_id,timestamp,valid_data,activation,scl_avg
8290dbc0-651a-11ed-8080-808080808080,1668540005,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540005,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540005,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540005,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540005,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540010,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540010,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540010,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540010,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540010,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540015,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540015,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540015,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540015,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540015,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540020,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540020,false,false,0.0
8290dbc0-651a-11ed-8080-808080808080,1668540020,false,false,26.905235290527344
8290dbc0-651a-11ed-8080-808080808080,1668540020,false,false,26.932655334472656
8290dbc0-651a-11ed-8080-808080808080,1668540020,false,false,26.9875431060791
8290dbc0-651a-11ed-8080-808080808080,1668540026,true,false,27.0699462890625
8290dbc0-651a-11ed-8080-808080808080,1668540026,true,true,27.211528778076172
8290dbc0-651a-11ed-8080-808080808080,1668540026,true,false,27.35586166381836
8290dbc0-651a-11ed-8080-808080808080,1668540026,true,false,27.527877807617188
8290dbc0-651a-11ed-8080-808080808080,1668540026,true,false,27.727577209472656
8290dbc0-651a-11ed-8080-808080808080,1668540031,true,false,27.95490837097168
8290dbc0-651a-11ed-8080-808080808080,1668540031,true,false,28.278400421142578
8290dbc0-651a-11ed-8080-808080808080,1668540031,true,false,28.568721771240234
8290dbc0-651a-11ed-8080-808080808080,1668540031,true,false,28.887195587158203
8290dbc0-651a-11ed-8080-808080808080,1668540031,true,false,29.23398780822754
8290dbc0-651a-11ed-8080-808080808080,1668540036,true,false,29.707996368408203
