type,frequency,target,result,status,is_primary,start_date,end_date,created_on,edited_on
CALORIES_BURNED_GOAL,DAILY,2759.0,1354.0,INPROGRESS_SO_FAR_MISSED,false,2022-12-11,2022-12-12,2022-10-24T16:14:01.000+00:00,null
STEPS_GOAL,DAILY,10000.0,0.0,INPROGRESS_SO_FAR_MISSED,false,2022-12-11,2022-12-12,2022-10-24T16:14:01.000+00:00,null
FLOORS_CLIMBED_GOAL,DAILY,10.0,0.0,INPROGRESS_SO_FAR_MISSED,false,2022-10-24,2022-10-25,2022-10-24T16:14:01.000+00:00,null
DISTANCE_FROM_STEPS_GOAL,DAILY,5.0,0.0,INPROGRESS_SO_FAR_MISSED,false,2022-12-11,2022-12-12,2022-10-24T16:14:01.000+00:00,null
ACTIVE_MINUTES_GOAL,DAILY,30.0,0.0,INPROGRESS_SO_FAR_MISSED,false,2022-12-11,2022-12-12,2022-10-24T16:14:01.000+00:00,null
STEPS_GOAL,WEEKLY,70000.0,0.0,INPROGRESS_SO_FAR_MISSED,true,2022-12-11,2022-12-18,2022-10-24T16:14:01.000+00:00,null
DISTANCE_FROM_STEPS_GOAL,WEEKLY,35.0,0.0,INPROGRESS_SO_FAR_MISSED,false,2022-12-11,2022-12-18,2022-10-24T16:14:01.000+00:00,null
FLOORS_CLIMBED_GOAL,WEEKLY,70.0,0.0,INPROGRESS_SO_FAR_MISSED,false,2022-10-23,2022-10-30,2022-10-24T16:14:01.000+00:00,null
CALORIES_BURNED_GOAL,WEEKLY,19313.0,1354.0,INPROGRESS_SO_FAR_MISSED,false,2022-12-11,2022-12-18,2022-10-24T16:14:01.000+00:00,null
WATER_GOAL,DAILY,1893.0,0.0,INPROGRESS_SO_FAR_MISSED,false,2022-10-23,2022-10-30,2022-10-24T16:14:01.000+00:00,null
