timestamp,bucket_values
2022-10-20T14:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-21T10:28:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.005, 0.014, 0.027, 0.062, 0.124, 0.255, 0.319, 0.143, 0.031, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-22T08:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.009, 0.013, 0.039, 0.092, 0.178, 0.281, 0.221, 0.109, 0.035, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-23T11:46:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.026, 0.034, 0.061, 0.103, 0.183, 0.273, 0.185, 0.077, 0.024, 0.009, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-24T12:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.013, 0.028, 0.103, 0.223, 0.21, 0.194, 0.122, 0.059, 0.022, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-25T11:23:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.009, 0.018, 0.039, 0.106, 0.307, 0.331, 0.135, 0.031, 0.013, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-26T11:05:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.003, 0.004, 0.005, 0.011, 0.045, 0.11, 0.209, 0.198, 0.214, 0.131, 0.042, 0.015, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-27T09:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.004, 0.005, 0.006, 0.011, 0.065, 0.22, 0.329, 0.224, 0.085, 0.027, 0.01, 0.005, 0.003, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-28T11:09:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.003, 0.003, 0.005, 0.005, 0.009, 0.028, 0.088, 0.181, 0.243, 0.224, 0.112, 0.051, 0.025, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-29T08:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.008, 0.025, 0.093, 0.29, 0.242, 0.16, 0.104, 0.042, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-30T15:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.004, 0.006, 0.008, 0.014, 0.05, 0.2, 0.357, 0.26, 0.079, 0.011, 0.003, 0.001, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
