timestamp,bucket_values
2022-11-01T10:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.008, 0.02, 0.058, 0.106, 0.153, 0.188, 0.208, 0.141, 0.067, 0.03, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-02T06:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.006, 0.016, 0.056, 0.15, 0.22, 0.244, 0.175, 0.087, 0.031, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-03T07:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.023, 0.097, 0.229, 0.304, 0.2, 0.084, 0.034, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-04T07:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.017, 0.044, 0.091, 0.195, 0.257, 0.212, 0.115, 0.043, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-05T08:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.013, 0.048, 0.164, 0.294, 0.261, 0.136, 0.056, 0.015, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-06T07:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.02, 0.064, 0.129, 0.189, 0.175, 0.162, 0.121, 0.068, 0.037, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-07T07:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.008, 0.023, 0.066, 0.162, 0.252, 0.206, 0.137, 0.084, 0.037, 0.012, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-08T07:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.011, 0.048, 0.203, 0.286, 0.213, 0.128, 0.064, 0.024, 0.01, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-09T07:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.021, 0.058, 0.132, 0.201, 0.185, 0.164, 0.117, 0.068, 0.028, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-10T07:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.011, 0.049, 0.127, 0.185, 0.183, 0.147, 0.128, 0.091, 0.043, 0.018, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-11T08:24:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.012, 0.041, 0.151, 0.211, 0.204, 0.164, 0.104, 0.055, 0.03, 0.014, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-12T07:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.032, 0.066, 0.1, 0.137, 0.183, 0.209, 0.155, 0.072, 0.022, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-13T08:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.016, 0.044, 0.08, 0.123, 0.168, 0.175, 0.167, 0.105, 0.052, 0.029, 0.019, 0.011, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-14T06:37:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.004, 0.009, 0.023, 0.05, 0.089, 0.13, 0.164, 0.174, 0.167, 0.112, 0.048, 0.018, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-15T07:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.006, 0.022, 0.057, 0.107, 0.157, 0.182, 0.2, 0.144, 0.07, 0.035, 0.011, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-16T06:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.01, 0.039, 0.08, 0.075, 0.09, 0.113, 0.149, 0.16, 0.141, 0.088, 0.034, 0.012, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-17T08:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.014, 0.045, 0.103, 0.145, 0.178, 0.197, 0.165, 0.097, 0.032, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-18T09:47:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.011, 0.042, 0.099, 0.156, 0.179, 0.187, 0.153, 0.095, 0.05, 0.017, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-19T09:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.009, 0.03, 0.1, 0.194, 0.205, 0.157, 0.131, 0.097, 0.045, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-20T09:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.011, 0.029, 0.127, 0.185, 0.189, 0.184, 0.145, 0.076, 0.033, 0.012, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-21T07:47:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.007, 0.022, 0.05, 0.089, 0.134, 0.187, 0.221, 0.175, 0.077, 0.022, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-22T08:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.018, 0.049, 0.081, 0.105, 0.156, 0.197, 0.178, 0.119, 0.048, 0.019, 0.011, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
