timestamp,bucket_values
2022-10-24T06:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.01, 0.026, 0.055, 0.108, 0.181, 0.222, 0.188, 0.123, 0.049, 0.018, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-25T09:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.008, 0.026, 0.075, 0.158, 0.233, 0.222, 0.152, 0.072, 0.031, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-26T06:27:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.012, 0.034, 0.081, 0.141, 0.199, 0.204, 0.164, 0.097, 0.043, 0.013, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-27T10:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.011, 0.045, 0.118, 0.171, 0.193, 0.167, 0.136, 0.084, 0.039, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-28T06:24:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.006, 0.012, 0.05, 0.129, 0.175, 0.164, 0.132, 0.119, 0.101, 0.063, 0.03, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-30T09:42:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.004, 0.014, 0.053, 0.127, 0.191, 0.209, 0.178, 0.11, 0.061, 0.027, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-31T08:26:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.009, 0.021, 0.07, 0.176, 0.227, 0.201, 0.137, 0.072, 0.042, 0.023, 0.009, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-01T10:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.008, 0.02, 0.058, 0.106, 0.153, 0.188, 0.208, 0.141, 0.067, 0.03, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-02T06:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.006, 0.016, 0.056, 0.15, 0.22, 0.244, 0.175, 0.087, 0.031, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-03T07:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.023, 0.097, 0.229, 0.304, 0.2, 0.084, 0.034, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-04T07:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.017, 0.044, 0.091, 0.195, 0.257, 0.212, 0.115, 0.043, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-05T08:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.013, 0.048, 0.164, 0.294, 0.261, 0.136, 0.056, 0.015, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-06T07:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.02, 0.064, 0.129, 0.189, 0.175, 0.162, 0.121, 0.068, 0.037, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
