recorded_time,temperature,sensor_type
2022-11-12T00:09,-6.6441025641025675,UNKNOWN
2022-11-12T00:10,-5.6441025641025675,UNKNOWN
2022-11-12T00:11,-4.944102564102565,UNKNOWN
2022-11-12T00:12,-4.444102564102565,UNKNOWN
2022-11-12T00:13,-4.244102564102565,UNKNOWN
2022-11-12T00:14,-4.044102564102566,UNKNOWN
2022-11-12T00:15,-3.6441025641025675,UNKNOWN
2022-11-12T00:16,-3.2441025641025654,UNKNOWN
2022-11-12T00:17,-3.1441025641025675,UNKNOWN
2022-11-12T00:18,-3.044102564102566,UNKNOWN
2022-11-12T00:19,-2.7441025641025654,UNKNOWN
2022-11-12T00:20,-2.544102564102566,UNKNOWN
2022-11-12T00:21,-2.544102564102566,UNKNOWN
2022-11-12T00:22,-2.544102564102566,UNKNOWN
2022-11-12T00:23,-2.6441025641025675,UNKNOWN
2022-11-12T00:24,-2.6441025641025675,UNKNOWN
2022-11-12T00:25,-2.6441025641025675,UNKNOWN
2022-11-12T00:26,-2.544102564102566,UNKNOWN
2022-11-12T00:27,-2.6441025641025675,UNKNOWN
2022-11-12T00:28,-2.6441025641025675,UNKNOWN
2022-11-12T00:29,-2.844102564102567,UNKNOWN
2022-11-12T00:30,-2.9441025641025647,UNKNOWN
2022-11-12T00:31,-3.044102564102566,UNKNOWN
2022-11-12T00:32,-3.044102564102566,UNKNOWN
2022-11-12T00:33,-3.1441025641025675,UNKNOWN
2022-11-12T00:34,-3.1441025641025675,UNKNOWN
2022-11-12T00:35,-3.1441025641025675,UNKNOWN
2022-11-12T00:36,-2.9441025641025647,UNKNOWN
2022-11-12T00:37,-2.844102564102567,UNKNOWN
2022-11-12T00:38,-2.844102564102567,UNKNOWN
2022-11-12T00:39,-2.844102564102567,UNKNOWN
2022-11-12T00:40,-2.9441025641025647,UNKNOWN
2022-11-12T00:41,-2.9441025641025647,UNKNOWN
2022-11-12T00:42,-2.9441025641025647,UNKNOWN
2022-11-12T00:43,-2.844102564102567,UNKNOWN
2022-11-12T00:44,-2.9441025641025647,UNKNOWN
2022-11-12T00:45,-2.9441025641025647,UNKNOWN
2022-11-12T00:46,-3.044102564102566,UNKNOWN
2022-11-12T00:47,-3.044102564102566,UNKNOWN
2022-11-12T00:48,-3.044102564102566,UNKNOWN
2022-11-12T00:49,-3.1441025641025675,UNKNOWN
2022-11-12T00:50,-3.044102564102566,UNKNOWN
2022-11-12T00:51,-3.1441025641025675,UNKNOWN
2022-11-12T00:52,-3.1441025641025675,UNKNOWN
2022-11-12T00:53,-3.1441025641025675,UNKNOWN
2022-11-12T00:54,-3.2441025641025654,UNKNOWN
