recorded_time,temperature,sensor_type
2022-11-08T00:00,-0.7668024439918533,UNKNOWN
2022-11-08T00:01,-0.6668024439918518,UNKNOWN
2022-11-08T00:02,-0.566802443991854,UNKNOWN
2022-11-08T00:03,-0.7668024439918533,UNKNOWN
2022-11-08T00:04,-0.9668024439918526,UNKNOWN
2022-11-08T00:05,-1.066802443991854,UNKNOWN
2022-11-08T00:06,-1.1668024439918518,UNKNOWN
2022-11-08T00:07,-1.1668024439918518,UNKNOWN
2022-11-08T00:08,-1.2668024439918533,UNKNOWN
2022-11-08T00:09,-1.2668024439918533,UNKNOWN
2022-11-08T00:10,-1.2668024439918533,UNKNOWN
2022-11-08T00:11,-1.2668024439918533,UNKNOWN
2022-11-08T00:12,-1.1668024439918518,UNKNOWN
2022-11-08T00:13,-1.066802443991854,UNKNOWN
2022-11-08T00:14,-0.9668024439918526,UNKNOWN
2022-11-08T00:15,-0.9668024439918526,UNKNOWN
2022-11-08T00:16,-0.8668024439918511,UNKNOWN
2022-11-08T00:17,-0.7668024439918533,UNKNOWN
2022-11-08T00:18,-0.6668024439918518,UNKNOWN
2022-11-08T00:19,-0.7668024439918533,UNKNOWN
2022-11-08T00:20,-0.6668024439918518,UNKNOWN
2022-11-08T00:21,-0.6668024439918518,UNKNOWN
2022-11-08T00:22,-0.7668024439918533,UNKNOWN
2022-11-08T00:23,-0.8668024439918511,UNKNOWN
2022-11-08T00:24,-0.7668024439918533,UNKNOWN
2022-11-08T00:25,-0.7668024439918533,UNKNOWN
2022-11-08T00:26,-0.8668024439918511,UNKNOWN
2022-11-08T00:27,-0.9668024439918526,UNKNOWN
2022-11-08T00:28,-0.9668024439918526,UNKNOWN
2022-11-08T00:29,-1.066802443991854,UNKNOWN
2022-11-08T00:30,-1.066802443991854,UNKNOWN
2022-11-08T00:31,-1.066802443991854,UNKNOWN
2022-11-08T00:32,-1.066802443991854,UNKNOWN
2022-11-08T00:33,-1.066802443991854,UNKNOWN
2022-11-08T00:34,-1.066802443991854,UNKNOWN
2022-11-08T00:35,-1.066802443991854,UNKNOWN
2022-11-08T00:36,-0.9668024439918526,UNKNOWN
2022-11-08T00:37,-0.9668024439918526,UNKNOWN
2022-11-08T00:38,-0.9668024439918526,UNKNOWN
2022-11-08T00:39,-0.9668024439918526,UNKNOWN
2022-11-08T00:40,-0.9668024439918526,UNKNOWN
2022-11-08T00:41,-0.9668024439918526,UNKNOWN
2022-11-08T00:42,-0.8668024439918511,UNKNOWN
2022-11-08T00:43,-0.8668024439918511,UNKNOWN
2022-11-08T00:44,-0.7668024439918533,UNKNOWN
2022-11-08T00:45,-0.6668024439918518,UNKNOWN
2022-11-08T00:46,-0.566802443991854,UNKNOWN
2022-11-08T00:47,-0.46680244399185256,UNKNOWN
2022-11-08T00:48,-0.46680244399185256,UNKNOWN
2022-11-08T00:49,-0.36680244399185113,UNKNOWN
2022-11-08T00:50,-0.1668024439918554,UNKNOWN
2022-11-08T00:51,-0.1668024439918554,UNKNOWN
2022-11-08T00:52,-0.1668024439918554,UNKNOWN
2022-11-08T00:53,-0.1668024439918554,UNKNOWN
2022-11-08T00:54,-0.1668024439918554,UNKNOWN
2022-11-08T00:55,-0.36680244399185113,UNKNOWN
2022-11-08T00:56,-0.36680244399185113,UNKNOWN
2022-11-08T00:57,-0.46680244399185256,UNKNOWN
2022-11-08T00:58,-0.6668024439918518,UNKNOWN
2022-11-08T00:59,-0.9668024439918526,UNKNOWN
2022-11-08T01:00,-1.066802443991854,UNKNOWN
2022-11-08T01:01,-1.2668024439918533,UNKNOWN
2022-11-08T01:02,-1.4668024439918526,UNKNOWN
2022-11-08T01:03,-1.6668024439918518,UNKNOWN
2022-11-08T01:04,-1.566802443991854,UNKNOWN
2022-11-08T01:05,-1.7668024439918533,UNKNOWN
2022-11-08T01:06,-1.8668024439918511,UNKNOWN
2022-11-08T01:07,-1.8668024439918511,UNKNOWN
2022-11-08T01:08,-1.9668024439918526,UNKNOWN
2022-11-08T01:09,-1.8668024439918511,UNKNOWN
2022-11-08T01:10,-1.8668024439918511,UNKNOWN
