timestamp,bucket_values
2022-10-23T07:48:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.011, 0.037, 0.187, 0.314, 0.227, 0.122, 0.058, 0.026, 0.008, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-24T09:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.01, 0.031, 0.094, 0.244, 0.259, 0.206, 0.106, 0.025, 0.012, 0.005, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-25T08:36:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.011, 0.029, 0.097, 0.186, 0.33, 0.266, 0.045, 0.016, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-26T06:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.019, 0.085, 0.154, 0.205, 0.226, 0.203, 0.078, 0.016, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-27T07:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.015, 0.029, 0.076, 0.154, 0.271, 0.351, 0.069, 0.014, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-28T07:15:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.015, 0.034, 0.072, 0.164, 0.272, 0.265, 0.114, 0.037, 0.014, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-29T08:29:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.015, 0.046, 0.161, 0.233, 0.27, 0.2, 0.049, 0.012, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-30T08:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.017, 0.07, 0.183, 0.28, 0.322, 0.104, 0.009, 0.003, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-31T05:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.019, 0.062, 0.168, 0.226, 0.305, 0.163, 0.029, 0.01, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-02T06:26:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.018, 0.097, 0.346, 0.328, 0.142, 0.045, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
